SOURCE_ID,COUNTRY_CODE,SOURCE_NAME,PUBLISHER,SOURCE_TYPE,ANNOUNCEMENT_DATE,LINK,SOURCE_SUMMARY,NOTES,INCLUDE_IN_TOOL
30,AUT,Austria National Energy and Climate Plan,The Ministry of Climate Protection,Undergoing legislative process,2023-07-05,https://www.bmk.gv.at/themen/klima_umwelt/klimaschutz/nat_klimapolitik/energie_klimaplan.html&sa=D&source=editors&ust=1690900806529063&usg=AOvVaw1ZCMKiHmnP5Rt8lMXqM40Z,"Under the EU Regulation on the governance of energy union and climate action (EU 2018/21999), adopted in 2019 as part of the Clean Energy for All Europeans Package, all EU countries must submit 10-year national energy and climate plans (NECPs) to outline how they intend to meet the EU energy and climate targets for 2030. In line with Article 14 of the Governance Regulation, EU member countries were required to submit their draft updated NECPS to the EU Commission. Austria submitted its draft in July 2023, with an expectation to finalise the draft by June 2024.

The Austrian Federal Ministry for Climate Protection, Environment, Energy, Mobility, Innovation and Technology sets forth 2 scenarios: WEM (With Existing Measures) and WAM (With Additional Measures). Austria’s NECP is based on the WAM Scenario, where the level of greenhouse gas reduction is calculated based on measures already agreed upon. The WAM Scenario shows only a 35% reduction in emissions can be achieved by 2030, thus showing a gap of 13% missing to reach the EU target. Explicit targets for both fossil fuels and renewables in electricity generation are listed for 2030 in the report for both scenarios. However, since Austria does not list any capacity targets and no modelling studies have been conducted, the 2022 capacity numbers are carried forward to 2030.
","Data taken from the Europe team's NECP tracking sheet. 

https://docs.google.com/spreadsheets/d/1T43kyFWMNTtUAF88yE6D9CgImRCr6gVG1d_5qqpm-j0/edit#gid=1093165244

Source: p. 230, Tabelle 32: Szenario WAM: Aufbringung von Strom aus erneuerbaren und fossilen Energieträgern",TRUE
47,HRV,INTEGRATED NATIONAL ENERGY AND CLIMATE PLAN FOR THE REPUBLIC OF CROATIA FOR THE PERIOD 2021-2030,Croatian Government,Undergoing legislative process,2023-05-01,https://mingor.gov.hr/UserDocsImages/KLIMA/NECP_revizija_HRV_25_05_2023.pdf,"Under the EU Regulation on the governance of energy union and climate action (EU 2018/21999), adopted in 2019 as part of the Clean Energy for All Europeans Package, all EU countries must submit 10-year national energy and climate plans (NECPs) to outline how they intend to meet the EU energy and climate targets for 2030. In line with Article 14 of the Governance Regulation, EU member countries were requried to submit their draft updated NECPS to the EU Commission. Croatia submitted the updated draft in May 2023.

The Ministry of Economy and Sustainable Development in the Republic of Croatia is responsible for the preparation of the Integrated National Energy and Climate Plan submitted in compliance with EU regulations. The plan builds on various existing national strategies and measures. 2 scenarios are defined. The scenario with Existing Measures (WEM) represents the future trends of energy flows in line with the expected improvements in technology and structural changes in energy consumption and production driven mainly by market principles, without additional energy-climate measures. The second, the Supplementary Measures Scenario (WAM), assumes the implementation of an active policy in support of the energy transition. The NECP document submitted elaborates on and references targets defined in the WEM scenario. The WEM scenario sets explicit future capacity targets for electricity generation by technology, with trajectories on the share of renewables in electricity up to 2030.","Data taken from Europe team's NECP tracker. 


https://docs.google.com/spreadsheets/d/1T43kyFWMNTtUAF88yE6D9CgImRCr6gVG1d_5qqpm-j0/edit#gid=100758637

Figures are from Annex 1 submitted in conjunction with the Croatian draft NECP, also saved in Dropbox.",TRUE
53,EU,European Green Deal: EU agrees stronger legislation to accelerate the rollout of renewable energy,The EU Commission,Undergoing legislative process,2023-03-30,https://ec.europa.eu/commission/presscorner/detail/en/IP_23_2061,"In March 2023, the European Parliament and the Council to reached on a provisional agreement to reinforce the EU Renewable Energy Directive, raising the EU's binding renewable target for 2030 to a minimum of 42.5%. Negotiators also agreed that the EU would aim to reach 45% of renewables by 2030. 

This agreement requires a formal adoption by the European Parliament and the Council to enter into force.",,TRUE
73,SVK,Draft update of the Integrated National energy and climate plan for 2021-2030,Directorate-General for Communication,Undergoing legislative process,2023-09-06,https://commission.europa.eu/publications/slovakia-draft-updated-necp-2021-2030_en,"Under the EU Regulation on the governance of energy union and climate action (EU 2018/21999), adopted in 2019 as part of the Clean Energy for All Europeans Package, all EU countries must submit 10-year national energy and climate plans (NECPs) to outline how they intend to meet the EU energy and climate targets for 2030. In line with Article 14 of the Governance Regulation, EU member countries were required to submit their draft updated NECPS to the EU Commission. Slovakia's most recent updates were made in August 2023. ","p. 55, Table 10 Estimated RES trajectories",TRUE
74,SVN,Draft update proposal (2024): INTEGRATED NATIONAL ENERGY AND CLIMATE PLAN OF THE REPUBLIC OF SLOVENIA,Directorate-General for Communication,Undergoing legislative process,2023-07-13,https://commission.europa.eu/publications/slovenia-draft-updated-necp-2021-2030_en,"Under the EU Regulation on the governance of energy union and climate action (EU 2018/21999), adopted in 2019 as part of the Clean Energy for All Europeans Package, all EU countries must submit 10-year national energy and climate plans (NECPs) to outline how they intend to meet the EU energy and climate targets for 2030. In line with Article 14 of the Governance Regulation, EU member countries were required to submit their draft updated NECPS to the EU Commission. Slovenia's updated its draft in July 2023. 

The updated version of the NECP states that Slovenia aims to phase out coal completely by 2033, and lists 2 scenarios for Slovenia’s future renewable trajectory. The MA Scenario follows existing measures, and the DU (Duje) scenario includes additional measures, although fuel structure does not change significantly between the two. The DU scenario is more ambitious, with an increase in installed capacity and electricity generation for renewables. Slovenia's NECP sets a target of at least 52% share of RES in electricity generation in 2030. Moreover, an ancillary coal phase-out is also aimed for in the cessation of operations of coal units by 2033 the latest.","Data taken from Europe team's first version of the NECP tracking sheet

https://docs.google.com/spreadsheets/d/1hCR5k1QoOscoVvA0x5kV6vL_L44Fpoln6Ze1oGDE5Es/edit#gid=1083019848

NECP: pages 108, 109, 110, 114",TRUE
18,DEU,The Easter Package,the Federal Ministry for Economic Affairs and Climate Action,Written into law,2022-04-01,https://www.bmwk.de/Redaktion/EN/Downloads/Energy/0406_ueberblickspapier_osterpaket_en.pdf?__blob=publicationFile&v=5,"In response to the energy crisis spurred by the Russian Invasion of Ukraine, the German Ministry legislated a package of policy reforms to accerelate growth of renewables. In the package, the Renewable Energy Sources Act (EEG) raised renewable target to 80% of electricity consumption (600TWh) by 2030, and 100% by 2035. The law raised onshore wind capacity target to 115GW and solar to 215GW. The Offshore Wind Energy Act raised offshore wind target to 30GW by 2030 and 40GW by 2035.

Power demand in 2030 is back-calculated with the renewables share (80%, 600TWh).","The share of generation is based on demand, not production",TRUE
36,ARG,Law 27191 on Renewable Energy,Government of Argentina,Written into law,2015-10-15,https://climate-laws.org/documents/law-27191_656d,"Argentina set a legally binding target to reach at least 20% of renewable energy by 2025 in its Law 27191 on Renewable Energy in 2015. Since its legislation, the law has not been updated. ",,TRUE
67,FRA,Energy Transition Law for Green Growth,French Government,Written into law,2015-08-18,https://www.ecologie.gouv.fr/loi-transition-energetique-croissance-verte,"The French government enacted the Energy Transition Law for Green Growth in 2015, setting out legally binding targets for clean electricity transition. This law provides for the development of a national low carbon strategy and a multi-annual energy program (PPE), setting out specific paths to reach this goal. ",,TRUE
172,TGO,Law 2018-010 Generation of Electricity from Renewable Energy Sources,Presidency of the Republic of Togo,Written into law,2018-08-08,https://www.arse.tg/wp-content/uploads/2018/10/LOI_ENERGIE_Renouvelable_Togo.pdf,"In August 2018, The Presidency of the Republic of Togo passed the Law 2018-010 on the promotion of electricity generation from renewable sources. Explicit capacity or generation targets were not provided; however, the country does aim to reach 100% electrification by 2030.",,TRUE
224,USA,One Big Beautiful Bill Act,The White House,Written into law,2025-05-20,https://www.congress.gov/bill/119th-congress/house-bill/1/text,"The One Big Beautiful Bill Act is a U.S. federal statute passed by the 119th United States Congress containing tax and spending policies that form the core of President Donald Trump's second-term agenda. The bill was signed into law by President Trump on July 4, 2025.",,TRUE
